Date,Product,Category,Region,Salesperson,Customer_ID,Quantity,Unit_Price,Discount_Rate,Subtotal,Discount_Amount,Total_Amount,Customer_Age,Customer_Satisfaction,Payment_Method,Order_Priority,Month,Year,Quarter,Day_of_Week,Month_Name
2020-01-07 10:12:24.628925785,Webcam,Accessories,West,Sales_Person_04,Customer_0899,4,107.48,0.169,429.91,72.56,357.35,42,4.5,Bank Transfer,Critical,1,2020,1,Tuesday,January
2020-01-07 17:12:58.475695139,Desktop,Electronics,South,Sales_Person_22,Customer_0190,2,493.53,0.052,987.06,51.76,935.3,58,4.0,Debit Card,High,1,2020,1,Tuesday,January
2020-01-08 00:13:32.322464492,Speaker,Accessories,Central,Sales_Person_22,Customer_0012,5,128.74,0.245,643.68,158.01,485.67,27,4.6,Credit Card,Medium,1,2020,1,Wednesday,January
2020-01-08 07:14:06.169233846,Monitor,Electronics,North,Sales_Person_23,Customer_0603,4,289.16,0.143,1156.62,164.93,991.7,59,2.3,Cash,High,1,2020,1,Wednesday,January
2020-01-08 14:14:40.016003200,Laptop,Electronics,West,Sales_Person_17,Customer_0030,2,977.79,0.207,1955.57,404.53,1551.04,26,2.6,Debit Card,Critical,1,2020,1,Wednesday,January
2020-01-08 21:15:13.862772554,Speaker,Accessories,North,Sales_Person_13,Customer_0725,5,96.58,0.096,482.92,46.37,436.55,29,4.9,Credit Card,Medium,1,2020,1,Wednesday,January
2020-01-09 04:15:47.709541908,Printer,Accessories,South,Sales_Person_11,Customer_0038,1,161.4,0.1,161.4,16.08,145.31,22,4.0,Debit Card,Medium,1,2020,1,Thursday,January
2020-01-09 11:16:21.556311262,Webcam,Accessories,South,Sales_Person_03,Customer_0853,3,66.36,0.127,199.08,25.27,173.81,25,3.3,Bank Transfer,Medium,1,2020,1,Thursday,January
2020-01-09 18:16:55.403080616,Speaker,Accessories,Central,Sales_Person_09,Customer_0572,4,140.89,0.209,563.54,117.78,445.76,72,3.0,Bank Transfer,Low,1,2020,1,Thursday,January
2020-01-10 01:17:29.249849970,Phone,Electronics,Central,Sales_Person_06,Customer_0294,3,412.04,0.049,1236.12,60.15,1175.98,51,4.2,Cash,Low,1,2020,1,Friday,January
2020-01-10 08:18:03.096619323,Laptop,Electronics,South,Sales_Person_22,Customer_0360,3,1023.49,0.185,3070.46,567.0,2503.46,29,5.0,Debit Card,Low,1,2020,1,Friday,January
2020-01-10 15:18:36.943388677,Scanner,Accessories,West,Sales_Person_21,Customer_0655,1,154.32,0.034,154.32,5.31,149.01,43,4.6,Cash,Medium,1,2020,1,Friday,January
2020-01-10 22:19:10.790158031,Scanner,Accessories,North,Sales_Person_11,Customer_0914,5,192.55,0.225,962.73,216.97,745.76,55,4.3,Credit Card,Low,1,2020,1,Friday,January
2020-01-11 05:19:44.636927385,Printer,Accessories,East,Sales_Person_16,Customer_0180,4,222.62,0.139,890.48,124.12,766.37,31,4.2,Credit Card,Medium,1,2020,1,Saturday,January
2020-01-11 12:20:18.483696739,Speaker,Accessories,Central,Sales_Person_19,Customer_0797,2,100.41,0.133,200.81,26.73,174.08,57,4.5,Cash,Low,1,2020,1,Saturday,January
2020-01-11 19:20:52.330466093,Speaker,Accessories,East,Sales_Person_05,Customer_0112,5,102.67,0.228,513.35,116.99,396.36,72,4.2,Bank Transfer,Low,1,2020,1,Saturday,January
2020-01-12 02:21:26.177235447,Mouse,Accessories,West,Sales_Person_14,Customer_0742,6,29.98,0.134,179.86,24.12,155.74,65,3.8,Debit Card,High,1,2020,1,Sunday,January
2020-01-12 09:22:00.024004801,Speaker,Accessories,Central,Sales_Person_17,Customer_0444,5,92.4,0.233,462.02,107.64,354.38,53,2.4,Bank Transfer,Medium,1,2020,1,Sunday,January
2020-01-12 16:22:33.870774154,Headphones,Accessories,East,Sales_Person_03,Customer_0021,4,74.45,0.057,297.79,16.95,280.84,43,2.3,Debit Card,Low,1,2020,1,Sunday,January
2020-01-12 23:23:07.717543508,Keyboard,Accessories,West,Sales_Person_04,Customer_0145,18,55.31,0.142,995.5,140.96,854.54,74,2.8,Cash,Medium,1,2020,1,Sunday,January
2020-01-13 06:23:41.564312862,Phone,Electronics,North,Sales_Person_16,Customer_0499,4,556.58,0.082,2226.33,183.18,2043.15,55,3.5,Credit Card,Medium,1,2020,1,Monday,January
2020-01-13 13:24:15.411082216,Mouse,Accessories,West,Sales_Person_16,Customer_0146,8,34.56,0.046,276.52,12.63,263.89,24,4.0,Debit Card,High,1,2020,1,Monday,January
2020-01-13 20:24:49.257851570,Monitor,Electronics,Central,Sales_Person_21,Customer_0441,2,327.5,0.235,655.0,153.74,501.26,65,2.9,Debit Card,Low,1,2020,1,Monday,January
2020-01-14 03:25:23.104620924,Mouse,Accessories,South,Sales_Person_25,Customer_0887,9,24.33,0.011,219.01,2.43,216.59,58,4.4,Bank Transfer,Medium,1,2020,1,Tuesday,January
2020-01-14 10:25:56.951390278,Headphones,Accessories,North,Sales_Person_04,Customer_0421,3,88.43,0.074,265.3,19.58,245.71,66,3.3,Debit Card,Medium,1,2020,1,Tuesday,January
2020-01-14 17:26:30.798159632,Monitor,Electronics,East,Sales_Person_19,Customer_0316,3,333.88,0.217,1001.65,217.31,784.33,69,2.3,Cash,High,1,2020,1,Tuesday,January
2020-01-15 00:27:04.644928985,Phone,Electronics,Central,Sales_Person_17,Customer_0166,2,412.44,0.218,824.89,179.96,644.93,49,2.7,Debit Card,Low,1,2020,1,Wednesday,January
2020-01-15 07:27:38.491698339,Headphones,Accessories,South,Sales_Person_13,Customer_0652,2,83.95,0.008,167.89,1.35,166.54,30,4.0,Bank Transfer,High,1,2020,1,Wednesday,January
2020-01-15 14:28:12.338467693,Desktop,Electronics,West,Sales_Person_22,Customer_0203,5,821.21,0.147,4106.05,604.09,3501.96,53,4.4,Credit Card,Medium,1,2020,1,Wednesday,January
2020-01-15 21:28:46.185237047,Keyboard,Accessories,South,Sales_Person_23,Customer_0496,15,56.03,0.201,840.4,169.34,671.07,40,4.9,Credit Card,Critical,1,2020,1,Wednesday,January
2020-01-16 04:29:20.032006401,Phone,Electronics,Central,Sales_Person_24,Customer_0756,2,517.49,0.04,1034.99,41.58,993.4,59,2.2,Cash,Medium,1,2020,1,Thursday,January
2020-01-16 11:29:53.878775755,Speaker,Accessories,Central,Sales_Person_01,Customer_0625,4,101.6,0.219,406.41,89.07,317.34,59,3.9,Credit Card,High,1,2020,1,Thursday,January
2020-01-16 18:30:27.725545109,Desktop,Electronics,South,Sales_Person_12,Customer_0468,1,633.71,0.235,633.71,148.61,485.1,29,2.5,Debit Card,High,1,2020,1,Thursday,January
2020-01-17 01:31:01.572314463,Printer,Accessories,West,Sales_Person_04,Customer_0713,1,211.92,0.002,211.92,0.38,211.54,32,2.8,Bank Transfer,Low,1,2020,1,Friday,January
2020-01-17 08:31:35.419083816,Phone,Electronics,South,Sales_Person_11,Customer_0385,2,564.65,0.141,1129.3,159.66,969.65,51,3.9,Cash,High,1,2020,1,Friday,January
2020-01-17 15:32:09.265853170,Printer,Accessories,Central,Sales_Person_05,Customer_0314,4,209.64,0.03,838.54,25.48,813.06,63,4.4,Credit Card,Low,1,2020,1,Friday,January
2020-01-17 22:32:43.112622524,Monitor,Electronics,Central,Sales_Person_02,Customer_0771,2,432.63,0.182,865.27,157.11,708.16,22,4.6,Cash,Low,1,2020,1,Friday,January
2020-01-18 05:33:16.959391878,Desktop,Electronics,East,Sales_Person_17,Customer_0255,5,599.71,0.209,2998.54,626.97,2371.57,21,4.1,Debit Card,High,1,2020,1,Saturday,January
2020-01-18 12:33:50.806161232,Keyboard,Accessories,East,Sales_Person_08,Customer_0959,2,52.13,0.051,104.25,5.34,98.91,63,3.0,Debit Card,Low,1,2020,1,Saturday,January
2020-01-18 19:34:24.652930586,Speaker,Accessories,North,Sales_Person_06,Customer_0917,5,143.2,0.105,715.99,75.37,640.62,63,4.9,Cash,Medium,1,2020,1,Saturday,January
2020-01-19 02:34:58.499699940,Speaker,Accessories,Central,Sales_Person_21,Customer_0023,1,100.67,0.098,100.67,9.91,90.75,35,4.2,Cash,Low,1,2020,1,Sunday,January
2020-01-19 09:35:32.346469294,Headphones,Accessories,East,Sales_Person_09,Customer_0905,5,64.45,0.204,322.26,65.89,256.37,32,4.5,Credit Card,Medium,1,2020,1,Sunday,January
2020-01-19 16:36:06.193238647,Speaker,Accessories,South,Sales_Person_13,Customer_0758,4,80.25,0.223,321.01,71.69,249.32,49,3.9,Debit Card,High,1,2020,1,Sunday,January
2020-01-19 23:36:40.040008001,Tablet,Electronics,West,Sales_Person_11,Customer_0339,4,325.38,0.073,1301.54,95.03,1206.51,25,4.9,Credit Card,Low,1,2020,1,Sunday,January
2020-01-20 06:37:13.886777355,Mouse,Accessories,South,Sales_Person_16,Customer_0493,15,32.84,0.087,492.64,42.73,449.91,35,3.6,Bank Transfer,Low,1,2020,1,Monday,January
2020-01-20 13:37:47.733546709,Laptop,Electronics,West,Sales_Person_16,Customer_0823,3,808.2,0.149,2424.61,361.23,2063.38,42,3.0,Bank Transfer,Medium,1,2020,1,Monday,January
2020-01-20 20:38:21.580316063,Keyboard,Accessories,East,Sales_Person_02,Customer_0511,4,46.66,0.143,186.64,26.7,159.94,19,4.6,Bank Transfer,Low,1,2020,1,Monday,January
2020-01-21 03:38:55.427085417,Desktop,Electronics,North,Sales_Person_10,Customer_0366,3,892.68,0.195,2678.03,522.84,2155.19,61,2.6,Cash,Medium,1,2020,1,Tuesday,January
2020-01-21 10:39:29.273854771,Tablet,Electronics,South,Sales_Person_12,Customer_0372,3,386.45,0.236,1159.34,273.77,885.58,63,2.5,Cash,Medium,1,2020,1,Tuesday,January
2020-01-21 17:40:03.120624124,Keyboard,Accessories,South,Sales_Person_08,Customer_0915,4,70.51,0.094,282.02,26.5,255.52,29,4.4,Bank Transfer,Low,1,2020,1,Tuesday,January
2020-01-22 00:40:36.967393478,Desktop,Electronics,South,Sales_Person_11,Customer_0830,2,777.76,0.061,1555.52,95.34,1460.19,58,2.5,Bank Transfer,Medium,1,2020,1,Wednesday,January
2020-01-22 07:41:10.814162832,Webcam,Accessories,West,Sales_Person_10,Customer_0599,2,89.1,0.138,178.2,24.58,153.62,44,4.1,Cash,Medium,1,2020,1,Wednesday,January
2020-01-22 14:41:44.660932186,Webcam,Accessories,East,Sales_Person_13,Customer_0219,3,85.98,0.049,257.95,12.53,245.42,37,4.2,Debit Card,Medium,1,2020,1,Wednesday,January
2020-01-22 21:42:18.507701540,Printer,Accessories,South,Sales_Person_25,Customer_0475,3,177.39,0.242,532.16,128.55,403.61,45,2.8,Cash,Critical,1,2020,1,Wednesday,January
2020-01-23 04:42:52.354470894,Keyboard,Accessories,South,Sales_Person_17,Customer_0423,16,74.91,0.214,1198.55,256.91,941.64,26,4.1,Cash,High,1,2020,1,Thursday,January
2020-01-23 11:43:26.201240248,Webcam,Accessories,North,Sales_Person_07,Customer_0356,4,74.81,0.079,299.23,23.77,275.46,30,3.3,Credit Card,Low,1,2020,1,Thursday,January
2020-01-23 18:44:00.048009602,Desktop,Electronics,North,Sales_Person_24,Customer_0460,5,607.16,0.216,3035.79,656.34,2379.45,60,4.4,Debit Card,Low,1,2020,1,Thursday,January
2020-01-24 01:44:33.894778955,Printer,Accessories,East,Sales_Person_03,Customer_0503,2,166.26,0.013,332.52,4.47,328.05,68,4.7,Debit Card,High,1,2020,1,Friday,January
2020-01-24 08:45:07.741548309,Speaker,Accessories,East,Sales_Person_20,Customer_0027,1,130.21,0.215,130.21,27.97,102.24,20,3.0,Credit Card,Medium,1,2020,1,Friday,January
2020-01-24 15:45:41.588317663,Desktop,Electronics,Central,Sales_Person_13,Customer_0942,1,820.74,0.013,820.74,10.8,809.94,54,2.6,Credit Card,Medium,1,2020,1,Friday,January
2020-01-24 22:46:15.435087017,Printer,Accessories,North,Sales_Person_19,Customer_0802,2,164.71,0.016,329.41,5.26,324.15,38,4.2,Credit Card,Medium,1,2020,1,Friday,January
2020-01-25 05:46:49.281856371,Keyboard,Accessories,Central,Sales_Person_07,Customer_0801,7,54.16,0.238,379.14,90.42,288.73,24,3.4,Bank Transfer,Critical,1,2020,1,Saturday,January
2020-01-25 12:47:23.128625725,Tablet,Electronics,West,Sales_Person_09,Customer_0860,3,430.86,0.153,1292.57,197.85,1094.72,68,3.6,Cash,Medium,1,2020,1,Saturday,January
2020-01-25 19:47:56.975395079,Headphones,Accessories,Central,Sales_Person_19,Customer_0223,3,97.18,0.249,291.53,72.53,219.0,55,4.0,Bank Transfer,High,1,2020,1,Saturday,January
2020-01-26 02:48:30.822164433,Speaker,Accessories,South,Sales_Person_13,Customer_0864,4,109.63,0.192,438.52,84.05,354.47,35,3.1,Bank Transfer,Critical,1,2020,1,Sunday,January
2020-01-26 09:49:04.668933786,Phone,Electronics,Central,Sales_Person_22,Customer_0690,3,459.4,0.007,1378.2,9.85,1368.35,55,2.7,Debit Card,Critical,1,2020,1,Sunday,January
2020-01-26 16:49:38.515703140,Tablet,Electronics,East,Sales_Person_08,Customer_0148,1,336.31,0.114,336.31,38.41,297.89,71,4.1,Cash,Low,1,2020,1,Sunday,January
2020-01-26 23:50:12.362472494,Monitor,Electronics,West,Sales_Person_22,Customer_0424,3,250.96,0.16,752.88,120.4,632.48,18,2.6,Credit Card,Critical,1,2020,1,Sunday,January
2020-01-27 06:50:46.209241848,Desktop,Electronics,South,Sales_Person_18,Customer_0739,1,563.56,0.037,563.56,20.85,542.71,48,3.7,Debit Card,Low,1,2020,1,Monday,January
2020-01-27 13:51:20.056011202,Monitor,Electronics,Central,Sales_Person_23,Customer_0351,5,328.83,0.187,1644.17,306.72,1337.45,67,2.4,Bank Transfer,Medium,1,2020,1,Monday,January
2020-01-27 20:51:53.902780556,Tablet,Electronics,West,Sales_Person_02,Customer_0186,1,551.44,0.094,551.44,51.65,499.78,69,2.1,Credit Card,Low,1,2020,1,Monday,January
2020-01-28 03:52:27.749549910,Printer,Accessories,West,Sales_Person_18,Customer_0415,4,279.5,0.151,1117.99,168.3,949.69,24,4.4,Debit Card,Medium,1,2020,1,Tuesday,January
2020-01-28 10:53:01.596319264,Phone,Electronics,South,Sales_Person_18,Customer_0806,4,414.15,0.25,1656.61,413.45,1243.16,71,3.7,Debit Card,Low,1,2020,1,Tuesday,January
2020-01-28 17:53:35.443088618,Speaker,Accessories,Central,Sales_Person_11,Customer_0982,4,126.27,0.212,505.09,107.07,398.02,33,3.3,Debit Card,Low,1,2020,1,Tuesday,January
2020-01-29 00:54:09.289857971,Speaker,Accessories,West,Sales_Person_01,Customer_0429,5,127.18,0.119,635.91,75.62,560.29,65,3.5,Bank Transfer,Medium,1,2020,1,Wednesday,January
2020-01-29 07:54:43.136627325,Speaker,Accessories,West,Sales_Person_14,Customer_0041,2,122.9,0.084,245.8,20.74,225.06,36,3.6,Debit Card,Critical,1,2020,1,Wednesday,January
2020-01-29 14:55:16.983396679,Phone,Electronics,North,Sales_Person_16,Customer_0905,5,450.46,0.0,2252.29,0.8,2251.49,62,3.8,Bank Transfer,Critical,1,2020,1,Wednesday,January
2020-01-29 21:55:50.830166033,Laptop,Electronics,West,Sales_Person_11,Customer_0393,5,842.43,0.095,4212.14,401.93,3810.21,40,2.2,Cash,Low,1,2020,1,Wednesday,January
2020-01-30 04:56:24.676935387,Phone,Electronics,North,Sales_Person_01,Customer_0703,4,463.09,0.172,1852.34,318.5,1533.85,59,3.6,Bank Transfer,Medium,1,2020,1,Thursday,January
2020-01-30 11:56:58.523704741,Headphones,Accessories,Central,Sales_Person_07,Customer_0079,5,79.95,0.186,399.77,74.42,325.35,70,2.5,Cash,Critical,1,2020,1,Thursday,January
2020-01-30 18:57:32.370474095,Phone,Electronics,Central,Sales_Person_16,Customer_0717,2,724.12,0.243,1448.24,352.02,1096.23,63,2.4,Bank Transfer,High,1,2020,1,Thursday,January
2020-01-31 01:58:06.217243448,Tablet,Electronics,Central,Sales_Person_14,Customer_0896,2,446.88,0.12,893.76,107.66,786.1,34,4.5,Cash,Medium,1,2020,1,Friday,January
2020-01-31 08:58:40.064012802,Laptop,Electronics,East,Sales_Person_15,Customer_0790,2,808.71,0.045,1617.42,72.52,1544.89,73,2.0,Bank Transfer,Low,1,2020,1,Friday,January
2020-01-31 15:59:13.910782156,Speaker,Accessories,Central,Sales_Person_14,Customer_0784,1,135.6,0.112,135.6,15.21,120.4,66,4.3,Debit Card,Medium,1,2020,1,Friday,January
2020-01-31 22:59:47.757551510,Tablet,Electronics,West,Sales_Person_21,Customer_0544,1,452.33,0.085,452.33,38.52,413.81,54,2.4,Bank Transfer,Low,1,2020,1,Friday,January
2020-02-01 06:00:21.604320864,Tablet,Electronics,South,Sales_Person_11,Customer_0450,3,562.25,0.125,1686.74,210.59,1476.15,40,4.3,Debit Card,Medium,2,2020,1,Saturday,February
2020-02-01 13:00:55.451090218,Scanner,Accessories,North,Sales_Person_16,Customer_0474,1,145.93,0.124,145.93,18.03,127.89,47,3.2,Debit Card,High,2,2020,1,Saturday,February
2020-02-01 20:01:29.297859572,Mouse,Accessories,East,Sales_Person_19,Customer_0142,9,25.44,0.047,228.99,10.84,218.15,55,3.0,Cash,High,2,2020,1,Saturday,February
2020-02-02 03:02:03.144628926,Laptop,Electronics,Central,Sales_Person_17,Customer_0251,2,816.02,0.026,1632.03,41.7,1590.33,66,4.2,Bank Transfer,Low,2,2020,1,Sunday,February
2020-02-02 10:02:36.991398279,Tablet,Electronics,Central,Sales_Person_06,Customer_0294,5,367.4,0.239,1836.98,438.19,1398.79,48,2.7,Debit Card,Low,2,2020,1,Sunday,February
2020-02-02 17:03:10.838167633,Mouse,Accessories,South,Sales_Person_11,Customer_0610,14,23.71,0.239,331.94,79.38,252.56,52,2.6,Debit Card,Low,2,2020,1,Sunday,February
2020-02-03 00:03:44.684936987,Mouse,Accessories,South,Sales_Person_17,Customer_0136,15,35.92,0.104,538.75,56.01,482.75,41,4.6,Debit Card,High,2,2020,1,Monday,February
2020-02-03 07:04:18.531706341,Laptop,Electronics,East,Sales_Person_09,Customer_0484,5,947.73,0.163,4738.66,774.54,3964.12,49,3.9,Debit Card,Critical,2,2020,1,Monday,February
2020-02-03 14:04:52.378475695,Scanner,Accessories,North,Sales_Person_18,Customer_0789,4,191.23,0.053,764.94,40.72,724.22,35,3.7,Debit Card,Low,2,2020,1,Monday,February
2020-02-03 21:05:26.225245049,Monitor,Electronics,Central,Sales_Person_17,Customer_0312,2,289.25,0.036,578.51,21.1,557.41,67,3.0,Credit Card,Low,2,2020,1,Monday,February
2020-02-04 04:06:00.072014403,Printer,Accessories,East,Sales_Person_12,Customer_0814,5,229.29,0.194,1146.46,221.98,924.48,70,2.2,Credit Card,Low,2,2020,1,Tuesday,February
2020-02-04 11:06:33.918783757,Headphones,Accessories,West,Sales_Person_23,Customer_0555,5,79.8,0.122,399.0,48.71,350.29,47,4.3,Cash,Low,2,2020,1,Tuesday,February
2020-02-04 18:07:07.765553110,Printer,Accessories,West,Sales_Person_22,Customer_0632,2,234.36,0.192,468.72,90.02,378.7,29,2.7,Cash,Critical,2,2020,1,Tuesday,February
2020-02-05 01:07:41.612322464,Phone,Electronics,East,Sales_Person_22,Customer_0732,4,541.93,0.198,2167.73,428.48,1739.25,51,4.8,Debit Card,Low,2,2020,1,Wednesday,February
2020-02-05 08:08:15.459091818,Speaker,Accessories,Central,Sales_Person_05,Customer_0046,2,104.86,0.192,209.72,40.29,169.42,56,2.7,Cash,High,2,2020,1,Wednesday,February
2020-02-05 15:08:49.305861172,Headphones,Accessories,East,Sales_Person_11,Customer_0236,5,116.05,0.173,580.26,100.59,479.67,27,4.5,Credit Card,Medium,2,2020,1,Wednesday,February
2020-02-05 22:09:23.152630526,Phone,Electronics,Central,Sales_Person_04,Customer_0048,4,666.76,0.05,2667.04,132.99,2534.05,69,4.2,Debit Card,High,2,2020,1,Wednesday,February
2020-02-06 05:09:56.999399880,Tablet,Electronics,South,Sales_Person_04,Customer_0198,1,570.51,0.002,570.51,1.27,569.24,32,3.8,Credit Card,Low,2,2020,1,Thursday,February
2020-02-06 12:10:30.846169234,Speaker,Accessories,East,Sales_Person_03,Customer_0084,5,107.72,0.108,538.58,58.17,480.41,55,2.4,Bank Transfer,Critical,2,2020,1,Thursday,February
2020-02-06 19:11:04.692938588,Desktop,Electronics,Central,Sales_Person_24,Customer_0543,3,675.1,0.044,2025.31,88.31,1937.0,33,2.9,Debit Card,Low,2,2020,1,Thursday,February
2020-02-07 02:11:38.539707941,Laptop,Electronics,East,Sales_Person_23,Customer_0161,5,913.47,0.238,4567.35,1085.71,3481.64,49,2.5,Credit Card,Medium,2,2020,1,Friday,February
2020-02-07 09:12:12.386477295,Headphones,Accessories,East,Sales_Person_25,Customer_0428,5,116.81,0.15,584.03,87.46,496.57,73,3.6,Cash,Low,2,2020,1,Friday,February
2020-02-07 16:12:46.233246649,Headphones,Accessories,Central,Sales_Person_17,Customer_0071,4,65.95,0.1,263.78,26.29,237.49,50,3.6,Credit Card,Critical,2,2020,1,Friday,February
2020-02-07 23:13:20.080016003,Tablet,Electronics,Central,Sales_Person_07,Customer_0520,2,430.78,0.029,861.56,24.9,836.66,44,4.5,Cash,Low,2,2020,1,Friday,February
2020-02-08 06:13:53.926785357,Monitor,Electronics,North,Sales_Person_04,Customer_0969,4,245.9,0.128,983.61,125.93,857.68,34,3.1,Cash,Medium,2,2020,1,Saturday,February
2020-02-08 13:14:27.773554711,Mouse,Accessories,East,Sales_Person_23,Customer_0898,8,22.29,0.114,178.34,20.34,158.0,65,4.5,Cash,Low,2,2020,1,Saturday,February
2020-02-08 20:15:01.620324065,Speaker,Accessories,West,Sales_Person_13,Customer_0913,2,120.84,0.103,241.68,24.86,216.81,72,2.9,Credit Card,Low,2,2020,1,Saturday,February
2020-02-09 03:15:35.467093418,Tablet,Electronics,East,Sales_Person_12,Customer_0052,2,399.21,0.131,798.42,104.65,693.77,44,4.4,Credit Card,Low,2,2020,1,Sunday,February
2020-02-09 10:16:09.313862772,Webcam,Accessories,East,Sales_Person_01,Customer_0045,3,76.05,0.181,228.16,41.29,186.88,30,3.5,Debit Card,Low,2,2020,1,Sunday,February
2020-02-09 17:16:43.160632126,Scanner,Accessories,Central,Sales_Person_21,Customer_0293,3,184.89,0.081,554.68,44.71,509.97,57,2.9,Credit Card,Medium,2,2020,1,Sunday,February
2020-02-10 00:17:17.007401480,Mouse,Accessories,East,Sales_Person_19,Customer_0938,13,29.23,0.017,380.01,6.33,373.68,18,4.7,Cash,Medium,2,2020,1,Monday,February
2020-02-10 07:17:50.854170834,Laptop,Electronics,East,Sales_Person_21,Customer_0812,4,1172.58,0.035,4690.31,163.5,4526.81,23,4.0,Cash,High,2,2020,1,Monday,February
2020-02-10 14:18:24.700940188,Mouse,Accessories,West,Sales_Person_20,Customer_0465,16,32.45,0.167,519.21,86.96,432.25,55,2.1,Bank Transfer,Medium,2,2020,1,Monday,February
2020-02-10 21:18:58.547709542,Monitor,Electronics,Central,Sales_Person_18,Customer_0885,1,400.52,0.171,400.52,68.43,332.1,42,4.8,Debit Card,High,2,2020,1,Monday,February
